"X","rent","avail","type","loc","sqm","rooms","street","description"
"322",10150,"Indefinite","Apartment","Abyhoj",72,2,"Soren Frichs Vej","Lejlighed, Soren Frichs Vej, 8230 Abyhoj, etage: 2 12.                          Lejlighederne er alle indrettet med store vinduespartier, der sikrer et godt lysindfald og indeholde kokken- og badeelementer i et stilrent design fra Invita samt harde hvidevare fra Siemens. <U+00A0> Erdahus dakker ethvert behov, da der bade findes lejligheder med 2-, 3- og 4-varelser. <U+00A0> Til lejlighederne horer enten egen altan eller privat terrasse, hvor der taget hensyn til mest muligt lys og udsyn mod det gronne omrade i midten samt Brabrandstien mod syd. <U+00A0> Med en lejlighed i Abyen vil du blive en del af et nyt boligomrade tat pa Aarhus C, dagligvarebutikker og institutioner."
"323",16900,"Indefinite","Apartment","Abyhoj",171,4,"J. Skjoldborgs Vej","Lejlighed, J. Skjoldborgs Vej, 8230 Abyhoj.                          Beliggende i populart omrade i Abyhoj findes denne flotte, rummelige villa.  Villaen, som oprindeligt er fra ar 1925 og ombygget i 1969, fremstar i dag moderne med funktionalitet der passer til en moderne familie.  Der er indgang til villaen via et integreret vindfang med plads til overtoj og sko. Herfra kommer man til husets oprindelige gang med flot massiv trappe til 1. sal og indgang til hhv. kokken og stuer. Stuerne, der bestar af 2 sammenhangende rum som pt. rummer bade dagligstue, TV-arrangement og kontor. Herfra er der ligeledes adgang til kokkenet, som er moderne indrettet med nye, hvide elementer og alt i harde hvidevarer. I kokkenet er der god spiseplads med et arrangement til 6-8 personer. Fra kokkenet findes udgang til haven via overdakket vindfang, hvor der er indrettet en hyggekrog med mindre cafe-arrangement.  Derudover indeholder stueplan et godt varelse med udgang til stor, havet traterrasse. Mellem varelset og TV-stuen findes en mindre fordelingsgang med skabe og adgang til badevarelse med kar.  1. salen bestar af gennemgangsvarelse/multirum/stue med hems og adgang til hele 3 gode varelser, hvoraf det ene, sovevarelset, har en stor god skabsvag. Der er pa disse varelser gode lysindfald fra hhv. karnapper og ovenlysvinduer. Derudover flot moderne badevarelse med brus.  I kalderetagen findes vaskefaciliteter og depotrum. Derudover findes der i den ene del af husets kalderetage integreret garage.  Huset ligger pa grunden med en mindre forhave, indkorsel samt baghave i fin, men overskuelig, storrelse med flere terrasser og hyggekroge. Haven ligger privat afskarmet omkranset af hak og med flere traer.  Villaen udlejes fra 1. oktober 2018 til ultimo juli 2021."
"324",16900,"Indefinite","Apartment","Abyhoj",171,4,"J. Skjoldborgs Vej","Lejlighed, J. Skjoldborgs Vej, 8230 Abyhoj.                          Beliggende i populart omrade i Abyhoj findes denne flotte, rummelige villa.  Villaen, som oprindeligt er fra ar 1925 og ombygget i 1969, fremstar i dag moderne med funktionalitet der passer til en moderne familie.  Der er indgang til villaen via et integreret vindfang med plads til overtoj og sko. Herfra kommer man til husets oprindelige gang med flot massiv trappe til 1. sal og indgang til hhv. kokken og stuer. Stuerne, der bestar af 2 sammenhangende rum som pt. rummer bade dagligstue, TV-arrangement og kontor. Herfra er der ligeledes adgang til kokkenet, som er moderne indrettet med nye, hvide elementer og alt i harde hvidevarer. I kokkenet er der god spiseplads med et arrangement til 6-8 personer. Fra kokkenet findes udgang til haven via overdakket vindfang, hvor der er indrettet en hyggekrog med mindre cafe-arrangement.  Derudover indeholder stueplan et godt varelse med udgang til stor, havet traterrasse. Mellem varelset og TV-stuen findes en mindre fordelingsgang med skabe og adgang til badevarelse med kar.  1. salen bestar af gennemgangsvarelse/multirum/stue med hems og adgang til hele 3 gode varelser, hvoraf det ene, sovevarelset, har en stor god skabsvag. Der er pa disse varelser gode lysindfald fra hhv. karnapper og ovenlysvinduer. Derudover flot moderne badevarelse med brus.  I kalderetagen findes vaskefaciliteter og depotrum. Derudover findes der i den ene del af husets kalderetage integreret garage.  Huset ligger pa grunden med en mindre forhave, indkorsel samt baghave i fin, men overskuelig, storrelse med flere terrasser og hyggekroge. Haven ligger privat afskarmet omkranset af hak og med flere traer.  Villaen udlejes fra 1. oktober 2018 til ultimo juli 2021."
"325",3500,"Over 1 year","Room","Ry",15,1,"Skovfyrvej","Varelse, Skovfyrvej, 8680 Ry.                          Varelse til leje, med adgang til falles stue, bad og kokken.  Linker til ekstern betalingsside"
"326",3500,"Over 1 year","Room","Ry",15,1,"Skovfyrvej","Varelse, Skovfyrvej, 8680 Ry.                          Varelse til leje, med adgang til falles stue, bad og kokken.  Linker til ekstern betalingsside"
"327",5795,"Indefinite","Apartment","Randers C",79,3,"Steen Blichers Gade","Lejlighed, Steen Blichers Gade, 8900 Randers C, etage: 2. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Slygborggade 16.  Afhovlede massive tragulve og stuklofter."
"328",5795,"Indefinite","Apartment","Randers C",79,3,"Steen Blichers Gade","Lejlighed, Steen Blichers Gade, 8900 Randers C, etage: 2. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Slygborggade 16.  Afhovlede massive tragulve og stuklofter."
"329",16225,"Indefinite","Apartment","Aarhus C",111,5,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 5. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"330",16225,"Indefinite","Apartment","Aarhus C",111,5,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 5. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"331",9620,"Indefinite","Apartment","Aarhus C",72,2,"Lundingsgade","Lejlighed, Lundingsgade, 8000 Aarhus C, etage: 1.                          Antal varelser: 2  Antal m2: 72  Husleje. 9.620 kr.  Indskud: 28.800 kr.  Post nummer: 8000  By: Aarhus C"
"332",9620,"Indefinite","Apartment","Aarhus C",72,2,"Lundingsgade","Lejlighed, Lundingsgade, 8000 Aarhus C, etage: 1.                          Antal varelser: 2  Antal m2: 72  Husleje. 9.620 kr.  Indskud: 28.800 kr.  Post nummer: 8000  By: Aarhus C"
"333",10386,"Indefinite","Apartment","Aarhus C",82,3,"Ny Banegardsgade","Lejlighed, Ny Banegardsgade, 8000 Aarhus C, etage: 3. tv.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.386 kr.  Indskud: 31.097 kr.  Post nummer: 8000  By: Aarhus C"
"334",10386,"Indefinite","Apartment","Aarhus C",82,3,"Ny Banegardsgade","Lejlighed, Ny Banegardsgade, 8000 Aarhus C, etage: 3. tv.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.386 kr.  Indskud: 31.097 kr.  Post nummer: 8000  By: Aarhus C"
"335",10463,"Indefinite","Apartment","Hojbjerg",112,4,"Lerdalen","Lejlighed, Lerdalen, 8270 Hojbjerg, etage: 1.                          Antal varelser: 4  Antal m2: 112  Husleje. 10.463 kr.  Indskud: 31.329 kr.  Post nummer: 8270  By: Hojbjerg"
"336",10463,"Indefinite","Apartment","Hojbjerg",112,4,"Lerdalen","Lejlighed, Lerdalen, 8270 Hojbjerg, etage: 1.                          Antal varelser: 4  Antal m2: 112  Husleje. 10.463 kr.  Indskud: 31.329 kr.  Post nummer: 8270  By: Hojbjerg"
"337",11000,"Indefinite","Apartment","Aarhus C",80,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 8. 1.                          Antal varelser: 3  Antal m2: 80  Husleje. 11.000 kr.  Indskud: 33.000 kr.  Post nummer: 8000  By: Aarhus C"
"338",11000,"Indefinite","Apartment","Aarhus C",80,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 8. 1.                          Antal varelser: 3  Antal m2: 80  Husleje. 11.000 kr.  Indskud: 33.000 kr.  Post nummer: 8000  By: Aarhus C"
"339",9147,"Indefinite","Apartment","Aarhus N",74,2,"Kalmargade","Lejlighed, Kalmargade, 8200 Aarhus N, etage: 3. Nr. 1.                          Antal varelser: 2  Antal m2: 74  Husleje. 9.147 kr.  Indskud: 27.441 kr.  Post nummer: 8200  By: Aarhus N"
"340",9147,"Indefinite","Apartment","Aarhus N",74,2,"Kalmargade","Lejlighed, Kalmargade, 8200 Aarhus N, etage: 3. Nr. 1.                          Antal varelser: 2  Antal m2: 74  Husleje. 9.147 kr.  Indskud: 27.441 kr.  Post nummer: 8200  By: Aarhus N"
"341",10150,"Indefinite","Apartment","Risskov",82,3,"Broloftet","Lejlighed, Broloftet, 8240 Risskov, etage: 2. 4.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.150 kr.  Indskud: 30.450 kr.  Post nummer: 8240  By: Risskov"
"342",10150,"Indefinite","Apartment","Risskov",82,3,"Broloftet","Lejlighed, Broloftet, 8240 Risskov, etage: 2. 4.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.150 kr.  Indskud: 30.450 kr.  Post nummer: 8240  By: Risskov"
"343",6850,"Indefinite","Apartment","Randers C",130,4,"Soren Mollers Gade","Lejlighed, Soren Mollers Gade, 8900 Randers C, etage: 2. sal.                          Areal:130 m2  Varelser: 4  Manedlig husleje: kr. 6.850  Depositum: kr. 3 mdr. leje  Forudbetalt leje: kr. 2 mdr. leje  Manedlig a/c varme: kr. 1000  Manedlig a/c el: kr. Afregnes direkte med elvark  Manedlig a/c vand: kr. 400  Depotrum: Ja i kalderen  Lejlighedens stand: Nyistandsat  Indflytningsklar 1/3 2018"
"344",6850,"Indefinite","Apartment","Randers C",130,4,"Soren Mollers Gade","Lejlighed, Soren Mollers Gade, 8900 Randers C, etage: 2. sal.                          Areal:130 m2  Varelser: 4  Manedlig husleje: kr. 6.850  Depositum: kr. 3 mdr. leje  Forudbetalt leje: kr. 2 mdr. leje  Manedlig a/c varme: kr. 1000  Manedlig a/c el: kr. Afregnes direkte med elvark  Manedlig a/c vand: kr. 400  Depotrum: Ja i kalderen  Lejlighedens stand: Nyistandsat  Indflytningsklar 1/3 2018"
"345",12772,"Indefinite","Apartment","Aarhus C",97,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 6. 2.                          Antal varelser: 3  Antal m2: 97  Husleje. 12.772 kr.  Indskud: 38.316 kr.  Post nummer: 8000  By: Aarhus C"
"346",12772,"Indefinite","Apartment","Aarhus C",97,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 6. 2.                          Antal varelser: 3  Antal m2: 97  Husleje. 12.772 kr.  Indskud: 38.316 kr.  Post nummer: 8000  By: Aarhus C"
"347",13338,"Indefinite","Apartment","Aarhus C",97,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 8. 2.                          Antal varelser: 3  Antal m2: 97  Husleje. 13.338 kr.  Indskud: 40.014 kr.  Post nummer: 8000  By: Aarhus C"
"348",13338,"Indefinite","Apartment","Aarhus C",97,3,"Ceresbyen","Lejlighed, Ceresbyen, 8000 Aarhus C, etage: 8. 2.                          Antal varelser: 3  Antal m2: 97  Husleje. 13.338 kr.  Indskud: 40.014 kr.  Post nummer: 8000  By: Aarhus C"
"349",10378,"Indefinite","Apartment","Aarhus N",89,3,"Olof Palmes All<e9>","Lejlighed, Olof Palmes All<e9>, 8200 Aarhus N, etage: st. tv.                          Antal varelser: 3  Antal m2: 89  Husleje. 10.378 kr.  Indskud: 30.650 kr.  Post nummer: 8200  By: Aarhus N"
"350",10378,"Indefinite","Apartment","Aarhus N",89,3,"Olof Palmes All<e9>","Lejlighed, Olof Palmes All<e9>, 8200 Aarhus N, etage: st. tv.                          Antal varelser: 3  Antal m2: 89  Husleje. 10.378 kr.  Indskud: 30.650 kr.  Post nummer: 8200  By: Aarhus N"
"351",4400,"Under 1 year","Room","Aarhus C",16,1,"Skovvejen","Varelse, Skovvejen, 8000 Aarhus C.                          As I will be leaving town, we need somebody to take over one of our rooms. Here are the facts: The apartment is located at Skovvejen with a wonderful view over the harbour. Risskov, university and midtown are easy to reach by foot or bike The room is circa 16 qm and is furnished with a wardrobe, commode and curtains but can also be rented empty. Of course, you can use the fully equipped kitchen (we have all sorts of coffee brewing devices) :)  Outside you can find a huge rooftop terrace that can be used for BBQ's or little parties. You will be living with Claus (32 years) who is a very quiet and enjoyable roomie. Claus is working full-time and in his free time, he likes to play magic.  The rent will be 4400 DKK excluding costs for laundry (there are a washing machine and a dryer in the basement) And the best thing about the apartment: You will be living on top of a Netto supermarket!!  I would be happy to hear from you!  Linker til ekstern betalingsside"
"352",4400,"Under 1 year","Room","Aarhus C",16,1,"Skovvejen","Varelse, Skovvejen, 8000 Aarhus C.                          As I will be leaving town, we need somebody to take over one of our rooms. Here are the facts: The apartment is located at Skovvejen with a wonderful view over the harbour. Risskov, university and midtown are easy to reach by foot or bike The room is circa 16 qm and is furnished with a wardrobe, commode and curtains but can also be rented empty. Of course, you can use the fully equipped kitchen (we have all sorts of coffee brewing devices) :)  Outside you can find a huge rooftop terrace that can be used for BBQ's or little parties. You will be living with Claus (32 years) who is a very quiet and enjoyable roomie. Claus is working full-time and in his free time, he likes to play magic.  The rent will be 4400 DKK excluding costs for laundry (there are a washing machine and a dryer in the basement) And the best thing about the apartment: You will be living on top of a Netto supermarket!!  I would be happy to hear from you!  Linker til ekstern betalingsside"
"353",6850,"Indefinite","Apartment","Randers C",104,3,"Sct. Peders Gade","Lejlighed, Sct. Peders Gade, 8900 Randers C, etage: 2, tv.                          Sct. Peders Gade er beliggende tat ved det centrale Randers.<U+00A0>  Ejendommen er opfort i 2009 i rode mursten og har 6 lejligheder. Lejlighederne pa 1. og 2. sal deler altan, der vender ud mod Sct. Peders Gade, og pa ejendommens bagside har de hver isar fransk altan. Lejlighederne i stueetagen har sma private haver.  Sct. Peders Gade ligger i et roligt omrade med flere beboelsesejendomme og over for Tradium, en storre uddannelses institution i Randers med et bredt udvalg af uddannelser.  Ejendommen er beliggende i gaafstand til indkob og ca. 1 km fra Sct. Peders Gade ligger Houmeden, Danmarks aldste gagade med et bredt udvalg af butikker og caf<eb>er.  Fra Mariagervej, som gar parallelt med Sct. Peders Gade, er der busstoppesteder med flere afgange bade ind mod Randers og ud ad Randers.  Ejendommen har en mindre gard med parkeringsmuligheder. <U+00A0>  Det er ikke tilladt at holde husdyr i ejendommen.  Denne lejlighed er beliggende pa 2 og 3. sal, og bestar af kokken med plads til spisebord, fransk altan,badevarelse med brus og vaghangt toilet, 2 lyse varelser, hvor der fra det ene er udgang til en lille altan. Der er en aben trappe til 3. sal hvor der er et stort lyst rum."
"354",6850,"Indefinite","Apartment","Randers C",104,3,"Sct. Peders Gade","Lejlighed, Sct. Peders Gade, 8900 Randers C, etage: 2, tv.                          Sct. Peders Gade er beliggende tat ved det centrale Randers.<U+00A0>  Ejendommen er opfort i 2009 i rode mursten og har 6 lejligheder. Lejlighederne pa 1. og 2. sal deler altan, der vender ud mod Sct. Peders Gade, og pa ejendommens bagside har de hver isar fransk altan. Lejlighederne i stueetagen har sma private haver.  Sct. Peders Gade ligger i et roligt omrade med flere beboelsesejendomme og over for Tradium, en storre uddannelses institution i Randers med et bredt udvalg af uddannelser.  Ejendommen er beliggende i gaafstand til indkob og ca. 1 km fra Sct. Peders Gade ligger Houmeden, Danmarks aldste gagade med et bredt udvalg af butikker og caf<eb>er.  Fra Mariagervej, som gar parallelt med Sct. Peders Gade, er der busstoppesteder med flere afgange bade ind mod Randers og ud ad Randers.  Ejendommen har en mindre gard med parkeringsmuligheder. <U+00A0>  Det er ikke tilladt at holde husdyr i ejendommen.  Denne lejlighed er beliggende pa 2 og 3. sal, og bestar af kokken med plads til spisebord, fransk altan,badevarelse med brus og vaghangt toilet, 2 lyse varelser, hvor der fra det ene er udgang til en lille altan. Der er en aben trappe til 3. sal hvor der er et stort lyst rum."
"355",5998,"Indefinite","Apartment","Randers NO",88,4,"Scandiagade","Lejlighed, Scandiagade, 8930 Randers NO, etage: 2. sal.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Roligt beliggende renoveret ejendom, tat pa park med a-lob og lystbadehavn og i gaafstand fra byens centrum, med et stort udvalg af indkobsmuligheder. Der er stort falles gardhavemiljo til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter findes Scandiagade 14.  Afhovlede massive tragulve."
